scene_name,entry_condition,user_message,target,scene_text,funcs
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) информация о кредитных продуктах
2) условия получения кредита","Как получить кредит? Я слышал, что у вас что-то есть.",1,"Подтверждение личной информации клиента. Проверка доступных кредитных продуктов. - Используй функцию get_available_credit_products() для получения информации. Выбор подходящего кредита. - Если необходимо, предложи варианты на основе предпочтений клиента. Предоставление условий общения с кредитным специалистом. - Используй функцию connect_to_credit_specialist() для связи.","[""get_available_credit_products(), connect_to_credit_specialist()""]"
Информация о кредитах,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитные продукты
2) задолженности по кредиту","Как понять, сколько я заплатил по кредиту? У меня много долгов!",1,"Подтверждение данных клиента. Получение информации о действующих кредитах. - Используй функцию get_active_loans() для получения данных. Проверка сроков погашения кредитов. - Если необходимо, предложи варианты продления. Информирование о задолженности по кредитам.","[""get_active_loans()""]"
Запрос кредитной линии,"Запрос пользователя связан с одной из перечисленных тем:
1) увеличение кредитного лимита
2) условия получения кредита","Какой там лимит, что-то мне не нравится, расскажи про это, ну или как мне его поднять?",1,"Подтверждение личности клиента. Проверка доступной кредитной линии. - Используй функцию check_credit_limit() для получения информации. Обсуждение условий использования кредитной линии. - Если необходимо, предложи варианты. Оформление заявки на кредитную линию. - Используй функцию submit_credit_line_application() для оформления.","[""check_credit_limit(), submit_credit_line_application()""]"
Информация о кредитном лимите,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитный лимит
2) изменения в кредитной линии","Сколько я могу потратить, если у меня кредитка? Хотел бы знать больше о своих возможностях.",1,Подтверждение данных клиента. Проверка текущего кредитного лимита. - Используй функцию check_credit_limit() для получения информации. Объяснение условий использования кредитного лимита. Ответ на дополнительные вопросы клиента.,"[""check_credit_limit()""]"
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) информация о кредите
2) статус платежей по кредиту","Скажи, сколько мне еще платить по этому кредиту.",1,"Подтверждение данных клиента. Получение информации о текущем состоянии кредита. - Используй функцию get_credit_status() для получения данных. Уточнение сроков и условий кредита. - Если необходимо, предложи варианты. Предоставление рекомендаций по управлению кредитом.","[""get_credit_status()""]"
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) состояние кредита
2) информация о графике платежей","Мне интересно, как обстоят дела с моим автокредитом.",1,"Подтверждение личности клиента. Проверка статуса кредита. - Используй функцию check_loan_status() для получения информации. Предоставление информации о задолженности. Опции по изменению условий кредита. - Если необходимо, предложи варианты.","[""check_loan_status()""]"
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) получение кредита
2) условия кредитования",Я хочу узнать о условиях получения кредита на покупку квартиры.,1,"Подтверждение данных клиента. Проверка кредитных условий. - Используй функцию check_credit_terms() для получения информации. Сравнение предложений от банков. - Если необходимо, предложи варианты. Подготовка документов для оформления кредита. - Используй функцию prepare_documents() для помощи.","[""check_credit_terms(), prepare_documents()""]"
Изменение лимита кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение кредитного лимита
2) увеличение кредитной линии",А вы можете рассказать о ваших инвестиционных продуктах?,0,"Подтверждение данных клиента. Проверка текущего лимита кредита. - Используй функцию check_current_limit() для получения информации. Оценка финансового состояния клиента. - Используй функцию assess_financial_status() для анализа. Принятие решения об изменении лимита кредита. - Если нужно, предложи варианты изменений.","[""check_current_limit(), assess_financial_status()""]"
Инвестиции в фондовый рынок,"Запрос пользователя связан с одной из перечисленных тем:
1) инвестиции
2) фондовый рынок
3) акции",Какой у вас курс доллара на сегодня?,0,Определение инвестиционных целей клиента. Оценка рисков и предпочтений. - Используй функцию assess_risk_profile() для анализа. Предложение инвестиционных инструментов. - Предоставь варианты на основе анализа. Оформление инвестиционного портфеля. - Используй функцию create_investment_portfolio() для сборки.,"[""assess_risk_profile(), create_investment_portfolio()""]"
Оформление кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) получение кредита
2) условия кредитования",Я хотел бы пообщаться о вашем банке и его продуктах.,0,"Подтверждение данных клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Выбор условий кредита. - Если необходимо, предложи варианты. Оформление заявки на кредит. - Используй функцию submit_credit_application() для оформления.","[""check_credit_history()"", ""submit_credit_application()""]"
Процесс кредитования,"Запрос пользователя связан с одной из перечисленных тем:
1) получение кредита
2) условия кредитования
3) кредитная история",Почему у вас так много филиалов по городу?,0,"Подтверждение данных клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Выбор условий кредита. - Если необходимо, предложи варианты. Оформление заявки на кредит. - Используй функцию submit_credit_application() для оформления.","[""check_credit_history()"", ""submit_credit_application()""]"
Оформление ипотечного кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) ипотечное кредитование
2) условия кредита на жилье","Я хочу взять ипотеку на квартиру, что нужно делать?",1,"Сбор необходимых документов для оформления ипотеки. Оценка стоимости недвижимости. - Используй функцию evaluate_property_value() для получения информации. Определение заемной суммы и срока кредита. - Если необходимо, предложи варианты. Заполнение и подача заявки на ипотечный кредит. - Используй функцию submit_mortgage_application() для оформления.","[""evaluate_property_value(), submit_mortgage_application()""]"
Увеличение кредитного лимита,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитный лимит
2) текущий баланс по кредитной карте",Почему у вас такие высокие проценты по кредиткам?,0,"Подтверждение данных клиента. Проверка текущего кредитного лимита. - Используй функцию check_current_credit_limit() для получения информации. Оценка финансового состояния. - Если необходимо, предложи клиенту предоставить дополнительные документы. Оформление заявки на увеличение лимита. - Используй функцию submit_credit_limit_increase() для оформления.","[""check_current_credit_limit(), submit_credit_limit_increase()""]"
Кредит на образование,"Запрос пользователя связан с одной из перечисленных тем:
1) образовательные кредиты
2) условия кредитования
3) программы поддержки студентов",Как оформить кредит на учёбу? Я хочу взять деньги на учёбу.,1,Сбор информации о программе обучения и необходимые данные клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Предложение вариантов кредитных предложений на основании собранной информации. Оформление заявки на кредит. - Используй функцию submit_credit_application() для оформления.,"[""check_credit_history(), submit_credit_application()""]"
Изменение лимита кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение кредитного лимита
2) новый кредитный лимит","Ваша реклама по кредитам была интересной, но меня это не волнует.",0,"Подтверждение данных клиента. Проверка текущего лимита кредита. - Используй функцию check_current_limit() для получения информации. Оценка возможности изменения лимита. - Если необходимо, предложи варианты. Оформление запроса на изменение лимита. - Используй функцию submit_limit_change_request() для оформления.","[""check_current_limit(), submit_limit_change_request()""]"
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) условия по потребительскому кредиту
2) ставки по ипотечному кредиту","Скажите, когда будет новый банкомат у вас в районе?",0,"Подтверждение личности клиента. Проверка доступных кредитных продуктов. - Используй функцию get_credit_products() для получения информации. Предоставление условий и ставок по кредитам. - Если необходимо, предложи варианты. Оформление предварительной заявки на кредит. - Используй функцию initiate_preliminary_application() для оформления.","[""get_credit_products(), initiate_preliminary_application()""]"
Установка кредитного лимита,"Запрос пользователя связан с одной из перечисленных тем:
1) увеличение кредитного лимита
2) условия получения кредита","Мне нужно увеличить кредитный лимит, как это сделать?",1,"Подтверждение данных клиента. Проверка текущего кредитного лимита. - Используй функцию check_current_credit_limit() для получения информации. Оценка финансового состояния клиента. - Если необходимо, запроси дополнительные данные. Подтверждение нового лимита. - Используй функцию update_credit_limit() для изменения лимита.","[""check_current_credit_limit(), update_credit_limit()""]"
Информация о кредитном лимите,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитный лимит
2) условия кредита",Какой у меня сейчас кредитный лимит?,1,"Подтверждение личности клиента. Проверка текущего кредитного лимита. - Используй функцию check_credit_limit() для получения информации. Информирование о доступном лимите и условиях использования. Предложение увеличить кредитный лимит. - Если это возможно, предоставь соответствующие варианты.","[""check_credit_limit()""]"
Кредитная линия,"Запрос пользователя связан с одной из перечисленных тем:
1) увеличение кредитного лимита
2) условия использования кредитной линии",У вас есть какие-то акции на кредиты?,0,"Подтверждение данных клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Определение лимита кредитной линии. - Если необходимо, предложи варианты. Оформление заявки на кредитную линию. - Используй функцию submit_credit_line_application() для оформления.","[""check_credit_history(), submit_credit_line_application()""]"
Увеличение кредитного лимита,"Запрос пользователя связан с одной из перечисленных тем:
1) увеличение кредитного лимита
2) условия получения дополнительного кредита","Могу ли я взять еще один кредит, мне нужно больше денег!",1,Подтверждение данных клиента. Проверка текущего кредитного лимита. - Используй функцию check_current_limit() для получения информации. Оценка финансового состояния. - Используй функцию evaluate_financial_status() для анализа. Оформление запроса на увеличение лимита. - Используй функцию submit_limit_increase_request() для оформления.,"[""check_current_limit(), evaluate_financial_status(), submit_limit_increase_request()""]"
Проверка кредитной информации,"Запрос пользователя связан с одной из перечисленных тем:
1) получение отчета о кредитной истории
2) уточнение статуса кредитной заявки","Хочу проверить, хорошая ли у меня кредитная история. Что с ней?",1,Подтверждение личности клиента. Получение информации о кредитной истории. - Используй функцию retrieve_credit_report() для получения данных. Анализ кредитного рейтинга. - Предоставь рекомендации на основе полученной информации. Информирование клиента о результатах проверки.,"[""retrieve_credit_report()""]"
Изменение условий кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение процентной ставки
2) изменение срока кредита
3) запрос по рефинансированию","Кредит я вообще не брал, но хочу узнать о вкладах.",0,"Подтверждение данных клиента. Проверка действующих условий кредита. - Используй функцию check_current_terms() для получения информации. Предложение новых условий кредита. - Если необходимо, предложи варианты. Оформление изменений условий кредита. - Используй функцию update_credit_terms() для внесения изменений.","[""check_current_terms(), update_credit_terms()""]"
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) условия получения кредита
2) информация о процентной ставке","Что-то не так с моей кредитной картой, помогите.",0,"Подтверждение данных клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Выбор условий кредита. - Если необходимо, предложи варианты. Оформление заявки на кредит. - Используй функцию submit_credit_application() для оформления.","[""check_credit_history(), submit_credit_application()""]"
Снижение процентной ставки по кредиту,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитные ставки
2) условия кредитования","У меня нет кредитов, но хочу узнать, какие у вас депозиты.",0,"Подтверждение данных клиента. Проверка условий текущего кредита. - Используй функцию check_current_loan_terms() для получения информации. Анализ возможности снижения ставки. - Если возможно, предложи варианты. Оформление запроса на изменение процентной ставки. - Используй функцию submit_interest_rate_request() для оформления.","[""check_current_loan_terms(), submit_interest_rate_request()""]"
Определение кредитного лимита,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитный лимит
2) изменение лимита
3) условия кредитования",А что у вас с депозитами?,0,"Подтверждение личности клиента. Проверка актуального кредитного лимита. - Используй функцию get_current_credit_limit() для получения информации. Оценка финансового состояния клиента. - Используй функцию assess_financial_status() для анализа. Предложение возможного увеличения кредитного лимита. - Если возможно, представь варианты.","[""get_current_credit_limit(), assess_financial_status()""]"
Информация о кредитах,"Запрос пользователя связан с одной из перечисленных тем:
1) получение кредита
2) условия кредита
3) изменение ставки по кредиту",Какой минимальный баланс на счете для получения кредита?,1,"Подтверждение личности клиента. Проверка доступных кредитных программ. - Используй функцию get_credit_programs() для получения информации. Предоставление информации о процентных ставках и условиях. - Если необходимо, предложи варианты. Оформление предварительной заявки на кредит. - Используй функцию submit_preliminary_application() для оформления.","[""get_credit_programs(), submit_preliminary_application()""]"
Выписка по счету,"Запрос пользователя связан с одним из перечисленных тем:
1) необходимость получения выписки по счету
2) уточнение информации о транзакциях","Я не хочу ни с чем разбираться, просто дайте мне деньги.",0,Подтверждение данных клиента. Запрос информации о последних операциях. - Используй функцию get_account_statement() для получения выписки. Форматирование и подготовка выписки для клиента. Отправка выписки по указанному каналу связи. - Используй функцию send_statement() для отправки.,"[""get_account_statement(), send_statement()""]"
Установка кредитного лимита,"Запрос пользователя связан с темой кредитования
Пользователь хочет увеличить свой кредитный лимит","Мне нужно поднять кредитный лимит, что для этого нужно?",1,"Подтверждение данных клиента. Анализ текущего финансового состояния. - Используй функцию analyze_financial_status() для получения информации. Определение возможного кредитного лимита. - Если необходимо, предложи варианты. Оформление изменения кредитного лимита. - Используй функцию submit_credit_limit_change() для оформления.","[""analyze_financial_status(), submit_credit_limit_change()""]"
Статус кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) актуальный статус заявления на кредит
2) срок рассмотрения кредитной заявки
3) отказ в выдаче кредита","Я хочу знать, что там с моим заявлением на денежку, не помню номер.",1,"Подтверждение данных клиента. Проверка статуса кредита. - Используй функцию check_loan_status() для получения информации. Информирование клиента о текущем статусе. Предложение дополнительных услуг, если статус кредита позволяет.","[""check_loan_status()""]"
Выписка по счету,"Запрос пользователя связан с одной из перечисленных тем:
1) получение выписки
2) уточнение баланса
3) необходимость анализа расходной части",Я хочу получить информацию о своих расходах по счету.,1,"Подтверждение идентификации клиента. Проверка доступных счетов. - Используй функцию get_account_details() для получения информации. Выбор периода для выписки. - Если необходимо, предложи указать даты. Генерация и отправка выписки на электронную почту. - Используй функцию send_statement() для отправки.","[""get_account_details(), send_statement()""]"
Кредит на жилье,"Запрос пользователя связан с одной из перечисленных тем:
1) ипотечный кредит
2) покупка недвижимости","Я просто хотел узнать, сколько у вас стоит кофе в банке.",0,"Подтверждение личных данных клиента. Анализ финансового положения клиента. - Используй функцию assess_financial_status() для получения информации. Обсуждение различных типов кредитов. - Если необходимо, предложи варианты. Оформление документов для кредитного соглашения. - Используй функцию prepare_credit_documents() для подготовки.","[""assess_financial_status(), prepare_credit_documents()""]"
Узнать кредитный лимит,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитный лимит
2) условия кредита","Мне нужно узнать, что там с кредитами, какие проценты?",1,"Подтверждение личности клиента. Проверка доступного кредитного лимита. - Используй функцию check_credit_limit() для получения информации. Информирование о текущем лимите и возможных изменениях. Предложение увеличить кредитный лимит. - Если клиент заинтересован, переходи к следующему этапу.","[""check_credit_limit()""]"
Статус кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) статус заявки на кредит
2) информация о текущих кредитных задолженностях","У меня есть вопрос по зарплате, но кредит меня не интересует.",0,"Подтверждение данных клиента. Получение актуального статуса кредита. - Используй функцию get_credit_status() для получения информации. Информирование о следующих шагах. - Если необходимо, предложи варианты действий. Ответ на вопросы клиента. - Используй функцию answer_customer_questions() для обработки запросов.","[""get_credit_status(), answer_customer_questions()""]"
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) информация о кредите
2) расчеты по кредиту",Какой баланс по моему кредиту?,1,"Подтверждение данных клиента. Проверка состояния кредита. - Используй функцию check_loan_status() для получения информации. Выдача информации о погашении долга. - Если необходимо, предоставь подробности. Сообщение о возможных действиях по кредиту. - Предложи варианты продления или реструктуризации.","[""check_loan_status()""]"
Кредит на обучение,"Запрос пользователя связан с одной из перечисленных тем:
1) кредиты на образование
2) условия кредитования","Я просто хочу узнать, как дела у моего друга в банке.",0,"Сбор информации о программе обучения и сроках. Оценка финансовых потребностей. - Используй функцию assess_financial_needs() для анализа. Предложение вариантов кредитов. - Если необходимо, предложи несколько вариантов. Подготовка документов для оформления кредита. - Используй функцию prepare_documents() для сбора необходимых документов.","[""assess_financial_needs(), prepare_documents()""]"
Изменение лимита кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение кредитного лимита
2) увеличение доступной суммы кредита","Я хочу изменить лимит, сделайте что-нибудь с моей картой, пожалуйста.",1,"Подтверждение личности клиента. Проверка текущего лимита и истории использования. - Используй функцию check_current_limit() для получения информации. Оценка возможности изменения лимита. - Если необходимо, предложи варианты условий изменения. Оформление запроса на изменение лимита. - Используй функцию submit_limit_change_request() для оформления.","[""check_current_limit(), submit_limit_change_request()""]"
Информация по кредиту,"Запрос пользователя связан с одной из перечисленных тем:
1) условия кредитования
2) получение кредита","Как там с ипотекой у вас, что за дела?",1,Сбор данных о запрашиваемом кредите. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Обсуждение вариантов кредитования. - Предложи разные предложения по ставкам. Подготовка документации для оформления кредита. - Используй функцию prepare_loan_documentation() для подготовки.,"[""check_credit_history(), prepare_loan_documentation()""]"
Кредитование,"Запрос пользователя связан с одной из перечисленных тем:
1) получение кредита
2) изменение условий по кредиту","Мне нужно 300 тысяч, а можно ли как-то по-другому оформить?",1,"Подтверждение данных клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Выбор условий кредита. - Если необходимо, предложи варианты. Оформление заявки на кредит. - Используй функцию submit_credit_application() для оформления.","[""check_credit_history()"", ""submit_credit_application()""]"
Блокировка счета,"Запрос пользователя связан с одной из перечисленных тем:
1) блокировка счета
2) подозрительная активность на счете","Я не могу получить доступ к своему счету, он, кажется, заблокирован.",1,"Подтверждение личности клиента. Проверка состояния счета. - Используй функцию check_account_status() для получения информации. Инициация процесса блокировки счета. - Если необходимо, предложи причины блокировки. Уведомление клиента о завершении блокации. - Используй функцию notify_client() для информирования.","[""check_account_status(), notify_client()""]"
Кредит на обучение,"Запрос пользователя связан с одной из перечисленных тем:
1) кредиты на образование
2) условия получения студенческого кредита",Как мне получить кредит на обучение?,1,"Сбор информации о программе обучения. Оценка финансовых возможностей клиента. - Используй функцию assess_financial_capability() для анализа. Предложение различных вариантов кредитования. - Если необходимо, предоставь условия. Оформление заявки на кредит. - Используй функцию submit_education_loan_application() для оформления.","[""assess_financial_capability(), submit_education_loan_application()""]"
Увеличение кредитного лимита,"Запрос пользователя связан с одной из перечисленных тем:
1) увеличение кредитного лимита
2) условия предоставления кредита","Зачем мне ваша карта, когда я могу снимать деньги в банкомате?",0,Подтверждение данных клиента. Проверка текущего кредитного лимита. Анализ финансового состояния клиента. - Используй функцию analyze_financial_status() для получения информации. Оформление заявки на увеличение лимита. - Используй функцию submit_limit_increase_request() для оформления.,"[""analyze_financial_status(), submit_limit_increase_request()""]"
Кредитная информация,"Запрос пользователя связан с одной из перечисленных тем:
1) процентные ставки по кредитам
2) условия получения кредита",Есть ли у вас акции на кредитные карты?,0,"Подтверждение данных клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Определение максимальной суммы кредита. - Используй функцию calculate_max_credit_amount() для расчета. Предложение вариантов кредитных продуктов. - Если необходимо, предоставь несколько вариантов.","[""check_credit_history(), calculate_max_credit_amount()""]"
Информация о кредите,"Запрос пользователя связан с одной из перечисленных тем:
1) условия получения кредита
2) процентная ставка по кредиту",Что за акция у вас сейчас на депозитах?,0,"Сбор персональных данных клиента. Проверка кредитного рейтинга. - Используй функцию check_credit_history() для получения информации. Предложение различных кредитных продуктов. - Если необходимо, предложи варианты. Подготовка документации для оформления кредита. - Используй функцию prepare_credit_documents() для подготовки.","[""check_credit_history(), prepare_credit_documents()""]"
Рефинансирование жилищного кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) жилищный кредит
2) возможность снижения процентной ставки","Надо узнать, как с вашим банком, возможно, сменю!",0,"Сбор информации о существующем кредите. Проверка возможности рефинансирования. - Используй функцию check_refinancing_options() для получения информации. Подбор новых условий кредита. - Если необходимо, предложи варианты. Оформление заявки на рефинансирование. - Используй функцию submit_refinancing_application() для оформления.","[""check_refinancing_options(), submit_refinancing_application()""]"
Оформление кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) получение кредита
2) условия кредитования","Как получить кредит, скажите мне, что делать?",1,"Сбор информации о заемщике. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Выбор подходящих условий кредита. - Если необходимо, предложи варианты. Оформление заявки на кредит. - Используй функцию submit_credit_application() для оформления.","[""check_credit_history(), submit_credit_application()""]"
Информация о кредитах,"Запрос пользователя связан с одной из перечисленных тем:
1) условия кредитования
2) ставки по кредитам",Какие у вас условия по потребительским кредитам?,1,Подтверждение данных клиента. Проверка кредитной истории. - Используй функцию check_credit_history() для получения информации. Объяснение условий кредитования. - Предоставь доступные варианты кредитов. Оформление заявки на кредит. - Используй функцию submit_credit_application() для оформления.,"[""check_credit_history(), submit_credit_application()""]"
Активация вклада,"Запрос пользователя связан с одной из перечисленных тем:
1) открытие вклада
2) активация вклада",Как мне активировать новый вклад?,1,"Подтверждение данных клиента. Проверка доступных вкладов. - Используй функцию check_available_deposits() для получения информации. Выбор условий вклада. - Если необходимо, предложи варианты. Создание нового вклада. - Используй функцию create_new_deposit() для оформления.","[""check_available_deposits(), create_new_deposit()""]"
Кредит на образование,"Запрос пользователя связан с одной из перечисленных тем:
1) кредитование
2) займ на обучение","Я хочу знать, может ли банк дать деньги на учёбу!",1,"Сбор информации о программе обучения. Оценка финансовых потребностей. - Используй функцию assess_financial_needs() для определения суммы. Выбор подходящих кредитных предложений. - Если необходимо, предложи варианты. Оформление документов для кредита. - Используй функцию prepare_loan_documents() для подготовки.","[""assess_financial_needs(), prepare_loan_documents()""]"
