scene_name,entry_condition,user_message,category,target,scene_text,funcs
Проверка возможности рефинансирования кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) условия рефинансирования
2) процентные ставки по кредитам",Как я могу рефинансировать свой кредит?,Кредитование,1,Проверка кредитной истории клиента. Оценка текущих условий кредита. - Используй функцию <getCurrentLoanConditions> Определение возможных вариантов рефинансирования. - Предложи варианты с использованием функции <suggestRefinancingOptions>.,"[""getCurrentLoanConditions"", ""suggestRefinancingOptions""]"
Смена пароля в мобильном банкинге,"Запрос пользователя связан с одной из перечисленных тем:
1) смена пароля
2) восстановление доступа к аккаунту","У меня есть вопрос о вашем приложении, но не помню пароль.",Мобильный банкинг,1,Идентификация пользователя. Проверка текущего пароля. - Используй функцию <check_current_password>. Создание нового пароля. - Предложи варианты сложности с использованием функции <suggest_password_strength>. Сохранение нового пароля. - Функция <update_password>.,"[""check_current_password"", ""suggest_password_strength"", ""update_password""]"
Анализ подозрительных транзакций,Запрос пользователя связан с одной из перечисленных тем: 1) подозрительные транзакции 2) уведомления о безопасности,"Почему у меня в счете есть какая-то сумма с магазина? Не понимаю, что это.",Безопасность счета,1,Идентификация подозрительных транзакций. Проверка истории транзакций клиента. - Используй функцию <getTransactionHistory()>. Сравнение транзакций с типичными паттернами клиента. - Применить функцию <compareWithUserPatterns()>. Оповещение клиента о подозрительных действиях. Запуск процесса блокировки транзакции. - Используй функцию <initiateTransactionBlock()>.,"[""getTransactionHistory()"", ""compareWithUserPatterns()"", ""initiateTransactionBlock()""]"
Проблемы с оплатой картой,"Запрос пользователя связан с одной из перечисленных тем:
1) блокировка карты
2) проблемы с оплатой",Как узнать баланс на счете?,Проблемы с картами,0,Проверка статуса платежа. Анализ причин блокировки. - Используй функцию <get_block_reason()>. Информирование клиента о возможных действиях. - Предложи варианты с использованием функции <suggest_resolutions()>. Проверка лимитов и доступных средств. - Функция <check_limits()>. Разблокировка карты по запросу. - Используй функцию <unblock_card()>.,"[""get_block_reason()"", ""suggest_resolutions()"", ""check_limits()"", ""unblock_card()""]"
Проверка транзакции на счете,"Запрос пользователя связан с одной из перечисленных тем:
1) недоступность информации о транзакциях
2) сомнительная транзакция на счете
3) необходимость получения детализации операций","Расскажи, сколько у меня на счету, я что-то забыл.",Транзакции,0,Идентификация клиента. Запрос деталей о транзакции. Проверка статуса транзакции. - Используй функцию <checkTransactionStatus>. Предоставление информации о последних транзакциях. Завершение проверки.,"[""checkTransactionStatus""]"
Оформление страхования недвижимости,"Запрос пользователя связан с одной из перечисленных тем:
1) страхование жилья
2) страховые полисы","Мне нужно застраховать квартиру, расскажите о ваших полисах.",Страхование,1,Проверка данных клиента. Оценка стоимости недвижимости. - Используй функцию <calculate_property_value()>. Определение типа страхования. - Предложи варианты с использованием функции <suggest_insurance_types()>. Согласование условий полиса. - Функция <negotiate_policy_terms()>. Оформление страхового полиса. - Используй функцию <issue_insurance_certificate()>.,"[""calculate_property_value()"", ""suggest_insurance_types()"", ""negotiate_policy_terms()"", ""issue_insurance_certificate()""]"
Консультация по инвестиционным продуктам,"Запрос пользователя связан с одной из перечисленных тем:
1) инвестиционные фонды
2) брокерские услуги
3) диверсификация портфеля","Недавно купил шторы, они были со скидкой, это выгодно?",Инвестиции,0,Анализ инвестиционных целей клиента. Оценка риска. - Используй функцию <оценка_риска()>. Предложение инвестиционных продуктов. - Предложи варианты с использованием функции <предложение_инструментов()>. Обсуждение сроков и доходности.,"[""\u043e\u0446\u0435\u043d\u043a\u0430_\u0440\u0438\u0441\u043a\u0430"", ""\u043f\u0440\u0435\u0434\u043b\u043e\u0436\u0435\u043d\u0438\u0435_\u0438\u043d\u0441\u0442\u0440\u0443\u043c\u0435\u043d\u0442\u043e\u0432""]"
Изменение условий кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение срока кредита
2) изменение процентной ставки","Как долго еще мне платить по кредиту, я не хочу озадачиваться этим.",Кредитование,0,Проверка идентификационных данных клиента. Анализ текущих условий кредита. Определение возможных вариантов изменения условий. - Используй функцию <предложить_варианты_изменений>. Согласование новых условий. - Функция <согласовать_условия>. Оформление документов на изменение условий кредита.,"[""\u043f\u0440\u0435\u0434\u043b\u043e\u0436\u0438\u0442\u044c_\u0432\u0430\u0440\u0438\u0430\u043d\u0442\u044b_\u0438\u0437\u043c\u0435\u043d\u0435\u043d\u0438\u0439"", ""\u0441\u043e\u0433\u043b\u0430\u0441\u043e\u0432\u0430\u0442\u044c_\u0443\u0441\u043b\u043e\u0432\u0438\u044f""]"
Проверка доступного баланса,"Запрос пользователя связан с одной из перечисленных тем:
1) проверка баланса
2) запрос информации о транзакциях","Что-то с картой не так, как мне разблокировать?",Мобильный банкинг,0,Идентификация пользователя. Получение информации о текущих счетах. - Используй функцию <getAccountInfo()> Отображение доступных балансов по каждому счету. Подсчет общего доступного баланса. - Функция <calculateTotalBalance()>.,"[""getAccountInfo()"", ""calculateTotalBalance()""]"
Проверка транзакционной активности,"Запрос пользователя связан с одной из перечисленных тем:
1) подозрительные транзакции
2) сообщения о мошенничестве
3) блокировка счета","Я увидел странную транзакцию на своем счете, что делать?",Безопасность счета,1,"Анализ последних транзакций клиента. Выявление подозрительных операций. Запрос дополнительной информации о транзакциях. - Используй функцию <>. Оценка рисков, связанных с подозрительными транзакциями. Подготовка отчета о транзакционной активности.","[""list of funcs>""]"
Блокировка банковской карты,"Запрос пользователя связан с одной из перечисленных тем:
1) блокировка карты
2) временная деактивация карты","Я не могу найти свою карту, заблокируйте ее, пожалуйста.",Проблемы с картами,1,Проверка идентификационных данных клиента. Определение причины блокировки карты. - Используй функцию <get_block_reason> Подтверждение личности клиента. - Функция <verify_identity>. Исполнение блокации карты. - Функция <execute_card_block>. Уведомление клиента о блокировке.,"[""get_block_reason"", ""verify_identity"", ""execute_card_block""]"
Отмена транзакции,"Запрос пользователя связан с одной из перечисленных тем:
1) отмена недавней транзакции
2) ошибка в списании средств","Не могу понять, как вернуть деньги за ту покупку, что была на прошлой неделе.",Транзакции,1,Проверка идентификационной информации клиента. Подтверждение детали транзакции для отмены. - Используй функцию <getTransactionDetails>. Анализ причин отмены транзакции. Обработка запроса на отмену. - Функция <processCancellationRequest>. Информирование клиента о статусе отмены транзакции. - Используй функцию <notifyCancellationStatus>.,"[""getTransactionDetails"", ""processCancellationRequest"", ""notifyCancellationStatus""]"
Страхование автомобиля,"Запрос пользователя связан с одной из перечисленных тем:
1) страхование автомобиля
2) оформление страховки
3) изменение условий страховки",Мне нужно подробнее узнать о страховке на машину.,Страхование,1,Проверка данных клиента. Определение типа страхования. - Используй функцию <определитьТипСтрахования> Расчет стоимости полиса. Оформление страхового полиса. - Функция <оформитьПолис> Отправка документации клиенту.,"[""\u043e\u043f\u0440\u0435\u0434\u0435\u043b\u0438\u0442\u044c\u0422\u0438\u043f\u0421\u0442\u0440\u0430\u0445\u043e\u0432\u0430\u043d\u0438\u044f"", ""\u043e\u0444\u043e\u0440\u043c\u0438\u0442\u044c\u041f\u043e\u043b\u0438\u0441""]"
Консультация по инвестиционному портфелю,"Запрос пользователя связан с одной из перечисленных тем:
1) инвестиции в акции
2) диверсификация портфеля
3) риски инвестиций","Мне нужно больше информации о том, как правильно инвестировать в акции, вы бы не могли объяснить?",Инвестиции,1,Проверка финансового положения клиента. Оценка рисков инвестиций. - Используй функцию <analyzeInvestmentRisks>. Предложение вариантов распределения активов. - Функция <suggestAssetAllocation>. Обсуждение возможных доходов и сроков. - Функция <calculatePotentialReturns>.,"[""analyzeInvestmentRisks"", ""suggestAssetAllocation"", ""calculatePotentialReturns""]"
Информация о кредитах,"Запрос пользователя связан с одной из перечисленных тем:
1) условия получения кредита
2) процентные ставки по кредитам
3) сроки погашения кредитов","Я хочу узнать, какие условия для получения кредита у вас?",Кредитование,1,Проверка кредитной истории клиента. Определение доступных кредитных продуктов. - Используй функцию <getAvailableLoans()> Предоставление информации о процентных ставках. - Используй функцию <getInterestRates()> Согласование условий кредита. Оформление заявки на кредит.,"[""getAvailableLoans()"", ""getInterestRates()""]"
Настройки уведомлений в мобильном банкинге,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение настроек уведомлений
2) активация или деактивация уведомлений","Что вы посоветуете для улучшения работы приложение? Я хочу, чтобы все стало быстрее.",Мобильный банкинг,0,Проверка текущих настроек уведомлений. Обновление предпочтений пользователя. - Используй функцию <updateNotificationPreferences>. Выбор типов уведомлений для активации. - Предложи варианты с использованием функции <suggestNotificationTypes>. Подтверждение изменений. - Функция <confirmChanges>.,"[""updateNotificationPreferences"", ""suggestNotificationTypes"", ""confirmChanges""]"
Проверка безопасности счета,"Запрос пользователя связан с одной из перечисленных тем:
1) подозрительная активность на счету
2) изменение пароля или пин-кода
3) уведомление о несанкционированных операциях","У меня подозрение, что кто-то воспользовался моим счетом без разрешения!",Безопасность счета,1,"Идентификация клиента по данным. Проверка активности транзакций. - Используй функцию <checkTransactionActivity()> Оценка рисков, связанных с учетной записью. - Используй функцию <assessAccountRisk()> Подтверждение последних операций. - Используй функцию <confirmRecentTransactions()> Уведомление клиента о результате проверки.","[""checkTransactionActivity()"", ""assessAccountRisk()"", ""confirmRecentTransactions()""]"
Помощь при утрате банковской карты,"Запрос пользователя связан с одной из перечисленных тем:
1) потеря карты
2) необходимость блокировки карты","Я потерял свою карту, что мне делать?",Проблемы с картами,1,Проверка идентификации клиента. Определение статуса карты. - Используй функцию <check_card_status> Блокировка утерянной карты. - Функция <block_lost_card>. Выдача временной карты. - Предложи варианты с использованием функции <issue_temp_card>.,"[""check_card_status"", ""block_lost_card"", ""issue_temp_card""]"
Информация о транзакциях,"Запрос пользователя связан с одной из перечисленных тем:
1) запрос истории транзакций
2) запрос детализации конкретной транзакции",Сколько у меня выводов налички было в прошлом месяце?,Транзакции,1,Проверка идентификации пользователя. Получение истории транзакций. - Используй функцию <getTransactionHistory>. Фильтрация транзакций по дате и сумме.,"[""getTransactionHistory""]"
Выплата по страховому случаю,"Запрос пользователя связан с одной из перечисленных тем:
1) страховой случай
2) получение выплаты
3) оформление документов на страхование","Мне нужно, чтобы вы сказали, как вытянуть деньги с вашей страховки.",Страхование,1,Проверка данных о страховке. Верификация статуса застрахованного события. - Используй функцию <проверка_статуса_страхового_случая>. Определение суммы выплаты на основе условий полиса. Согласование способа получения выплаты. - Используй функцию <расчет_способов_выплаты>. Оформление документов для выплаты.,"[""\u043f\u0440\u043e\u0432\u0435\u0440\u043a\u0430_\u0441\u0442\u0430\u0442\u0443\u0441\u0430_\u0441\u0442\u0440\u0430\u0445\u043e\u0432\u043e\u0433\u043e_\u0441\u043b\u0443\u0447\u0430\u044f"", ""\u0440\u0430\u0441\u0447\u0435\u0442_\u0441\u043f\u043e\u0441\u043e\u0431\u043e\u0432_\u0432\u044b\u043f\u043b\u0430\u0442\u044b""]"
Консультация по инвестиционным стратегиям,"Запрос пользователя связан с одной из перечисленных тем:
1) инвестиции в акции
2) создание инвестиционного портфеля",Какие акции сейчас лучше покупать?,Инвестиции,1,Сбор информации о финансовых целях клиента. Анализ текущего портфеля инвестиций. - Используй функцию <анализ_портфеля>. Предложение различных инвестиционных стратегий в зависимости от рискового профиля клиента.,"[""\u0430\u043d\u0430\u043b\u0438\u0437_\u043f\u043e\u0440\u0442\u0444\u0435\u043b\u044f""]"
Изменение условий кредитования,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение процентной ставки
2) увеличение срока кредита
3) досрочное погашение кредита",А когда будет следующий платеж по кредиту?,Кредитование,0,Проверка данных клиента. Оценка текущих условий кредита. - Используй функцию <getCurrentLoanTerms>. Предложение новых условий. - Функция <generateNewLoanOptions>. Согласование изменений. - Функция <confirmLoanModification>. Оформление новой кредитной документации.,"[""getCurrentLoanTerms"", ""generateNewLoanOptions"", ""confirmLoanModification""]"
Активация мобильного банкинга,"Запрос пользователя связан с одной из перечисленных тем:
1) активация мобильного приложения
2) проблемы с входом в мобильный банкинг",Сколько у вас филиалов в городе?,Мобильный банкинг,0,Проверка наличия учетной записи клиента. Подтверждение идентификационных данных. - Используй функцию <проверка идентификации>. Активация подписки на мобильные уведомления. - Функция <активация уведомлений>. Установка необходимых настроек безопасности. - Используй функцию <настройка безопасности>. Подтверждение успешной активации мобильного банкинга.,"[""\u043f\u0440\u043e\u0432\u0435\u0440\u043a\u0430 \u0438\u0434\u0435\u043d\u0442\u0438\u0444\u0438\u043a\u0430\u0446\u0438\u0438"", ""\u0430\u043a\u0442\u0438\u0432\u0430\u0446\u0438\u044f \u0443\u0432\u0435\u0434\u043e\u043c\u043b\u0435\u043d\u0438\u0439"", ""\u043d\u0430\u0441\u0442\u0440\u043e\u0439\u043a\u0430 \u0431\u0435\u0437\u043e\u043f\u0430\u0441\u043d\u043e\u0441\u0442\u0438""]"
Проверка необычной активности на счете,"Запрос пользователя связан с одной из перечисленных тем:
1) подозрительные транзакции
2) неожиданные списания со счета","У меня тут списания какие-то странные, чё это за дела?",Безопасность счета,1,Проверка данных клиента. Анализ последних транзакций. - Используй функцию <анализ_транзакций()> Определение необъяснимой активности. - Функция <выявление_аналогий()>. Уведомление клиента о подозрительной активности. - Используй функцию <отправка_уведомления()>. Запрос подтверждения операций. - Функция <подтверждение_операций()>.,"[""\u0430\u043d\u0430\u043b\u0438\u0437_\u0442\u0440\u0430\u043d\u0437\u0430\u043a\u0446\u0438\u0439()"", ""\u0432\u044b\u044f\u0432\u043b\u0435\u043d\u0438\u0435_\u0430\u043d\u0430\u043b\u043e\u0433\u0438\u0439()"", ""\u043e\u0442\u043f\u0440\u0430\u0432\u043a\u0430_\u0443\u0432\u0435\u0434\u043e\u043c\u043b\u0435\u043d\u0438\u044f()"", ""\u043f\u043e\u0434\u0442\u0432\u0435\u0440\u0436\u0434\u0435\u043d\u0438\u0435_\u043e\u043f\u0435\u0440\u0430\u0446\u0438\u0439()""]"
Восстановление доступа к карте,Запрос пользователя связан с одной из перечисленных тем: 1) блокировка карты 2) забытый PIN-код,Почему ваша карта так долго не работает? Неужели мне нужно идти в отделение?,Проблемы с картами,0,Проверка статуса карты. Верификация личности клиента. - Используй функцию <проверка_идентификации()>. Определение причины блокировки карты. Проведение необходимых процедур для разблокировки. - Функция <разблокировка_карты()>.,"[""\u043f\u0440\u043e\u0432\u0435\u0440\u043a\u0430_\u0438\u0434\u0435\u043d\u0442\u0438\u0444\u0438\u043a\u0430\u0446\u0438\u0438()"", ""\u0440\u0430\u0437\u0431\u043b\u043e\u043a\u0438\u0440\u043e\u0432\u043a\u0430_\u043a\u0430\u0440\u0442\u044b()""]"
Статус транзакции,"Запрос пользователя связан с одной из перечисленных тем:
1) отмена транзакции
2) проверка статуса перевода","Я хочу проверить статус перевода, который я сделал вчера.",Транзакции,1,Получение информации о транзакции. Проверка статуса транзакции. - Используй функцию <checkTransactionStatus>. Анализ времени обработки. - Используй функцию <estimateProcessingTime>. Определение причины задержки (если есть). - Функция <identifyDelayReason>. Отправка уведомления клиенту о статусе транзакции. - Используй функцию <sendStatusNotification>.,"[""checkTransactionStatus"", ""estimateProcessingTime"", ""identifyDelayReason"", ""sendStatusNotification""]"
Страхование жилья,"Запрос пользователя связан с одной из перечисленных тем:
1) страхование недвижимости
2) оценка страхового покрытия","У меня есть страховка на дом, но я не помню, сколько она покрывает.",Страхование,1,Сбор информации о недвижимости. Оценка рисков и предложение необходимых полисов. - Используй функцию <оценкаРиска()>. Подготовка документов для оформления полиса. - Функция <подготовкаДокументов()>.,"[""\u043e\u0446\u0435\u043d\u043a\u0430\u0420\u0438\u0441\u043a\u0430"", ""\u043f\u043e\u0434\u0433\u043e\u0442\u043e\u0432\u043a\u0430\u0414\u043e\u043a\u0443\u043c\u0435\u043d\u0442\u043e\u0432""]"
Консультация по инвестициям,"Запрос пользователя связан с одной из перечисленных тем:
1) оценка текущих инвестиций
2) рекомендации по диверсификации портфеля","Я хочу понять, как мои акции справляются на рынке.",Инвестиции,1,"Проверка инвестиционных целей клиента. Оценка текущего портфеля. - Используй функцию <analyzePortfolio()>. Предложение вариантов инвестиционных инструментов. - Функция <suggestInvestmentOptions()>. Обсуждение рисков и потенциала доходности. - Применить функцию <assessRisk()>, чтобы оценить риски.","[""analyzePortfolio()"", ""suggestInvestmentOptions()"", ""assessRisk()""]"
Увеличение кредитного лимита,"Запрос пользователя связан с одной из перечисленных тем:
1) увеличение кредитного лимита
2) уточнение текущего кредитного лимита",Почему у вас так много отделений по городу?,Кредитование,0,Проверка текущего кредитного лимита клиента. Анализ кредитной истории. - Используй функцию <analyze_credit_history>. Определение максимально возможного лимита в зависимости от дохода. Согласование новых условий лимита. - Функция <confirm_new_limits>.,"[""analyze_credit_history"", ""confirm_new_limits""]"
Открытие нового банковского счета,"Запрос пользователя связан с одной из перечисленных тем:
1) открытие счета
2) условия по счетам
3) процентные ставки","Мне нужно узнать, как открыть счёт в вашем банке!",Мобильный банкинг,1,Проверка идентификационных данных клиента. Сбор информации о предпочтениях клиента. - Используй функцию <getClientPreferences>. Выбор типа счета на основе собранных данных. - Предложи варианты с использованием функции <suggestAccountTypes>. Оформление документов для открытия счета. - Используй функцию <prepareDocuments>.,
Активация мер безопасности счета,"Запрос пользователя связан с одной из перечисленных тем:
1) подозрительная активность на счете
2) необходимость изменения настроек безопасности",Какой курс доллара сейчас?,Безопасность счета,0,Проверка идентификации клиента. Анализ активности по счету. - Используй функцию <анализ_транзакций>. Уведомление клиента о возможных рисках. Настройка дополнительных мер безопасности. - Функция <активация_двухфакторной_аутентификации>. Подтверждение настроек безопасности.,"[""\u0430\u043d\u0430\u043b\u0438\u0437_\u0442\u0440\u0430\u043d\u0437\u0430\u043a\u0446\u0438\u0439"", ""\u0430\u043a\u0442\u0438\u0432\u0430\u0446\u0438\u044f_\u0434\u0432\u0443\u0445\u0444\u0430\u043a\u0442\u043e\u0440\u043d\u043e\u0439_\u0430\u0443\u0442\u0435\u043d\u0442\u0438\u0444\u0438\u043a\u0430\u0446\u0438\u0438""]"
Восстановление карты после кражи,"Запрос пользователя связан с одной из перечисленных тем:
1) кража карты
2) необходимость блокировки карты","У меня есть вопрос о кредите, но я потерял карточку.",Проблемы с картами,0,Проверка идентификационных данных клиента. Проверка блокировки карты. - Используй функцию <check_card_block_status> Определение способа восстановления карты. - Предложи варианты с использованием функции <suggest_recovery_methods>. Оформление заявки на восстановление карты. - Функция <submit_recovery_request>.,"[""check_card_block_status"", ""suggest_recovery_methods"", ""submit_recovery_request""]"
Информация о транзакциях,"Запрос пользователя связан с одной из перечисленных тем:
1) детализация транзакций
2) запрос на возврат транзакции","Я хочу знать, сколько денег прошло через мой счёт. Можно как-то узнать?",Транзакции,1,Получение списка последних транзакций клиента. Фильтрация транзакций по категории. - Используй функцию <filterTransactionsByCategory> Проверка статуса транзакций. - Функция <checkTransactionStatus>.,"[""filterTransactionsByCategory"", ""checkTransactionStatus""]"
Информация о страховом полисе,"Запрос пользователя связан с одной из перечисленных тем:
1) страхование жилья
2) страхование автомобиля
3) страхование здоровья","У меня есть полис автострахования, можешь рассказать о нем?",Страхование,1,Проверка данных клиента. Поиск информации о доступных страховых полисах. - Используй функцию <getAvailablePolicies()>. Получение деталей о конкретном полисе. - Используй функцию <getPolicyDetails(policyId)>. Предоставление информации о сроках и условиях. Заключение договора.,"[""getAvailablePolicies()"", ""getPolicyDetails(policyId)""]"
Консультация по инвестиционным продуктам,"Запрос пользователя связан с одной из перечисленных тем:
1) инвестиционные фонды
2) акции и облигации",Какие инвестиционные фонды вы можете предложить?,Инвестиции,1,Проверка текущих финансовых целей клиента. Предложение различных инвестиционных стратегий. - Используй функцию <выбор_стратегии()>. Обсуждение рисков и доходности. - Функция <анализ_рисков()>. Объяснение условий и сроков инвестирования. - Используй функцию <информация_о_продуктах()>. Подготовка индивидуального инвестиционного предложения.,"[""\u0432\u044b\u0431\u043e\u0440_\u0441\u0442\u0440\u0430\u0442\u0435\u0433\u0438\u0438()"", ""\u0430\u043d\u0430\u043b\u0438\u0437_\u0440\u0438\u0441\u043a\u043e\u0432()"", ""\u0438\u043d\u0444\u043e\u0440\u043c\u0430\u0446\u0438\u044f_\u043e_\u043f\u0440\u043e\u0434\u0443\u043a\u0442\u0430\u0445()""]"
Изменение условий кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) изменение процентной ставки
2) увеличение срока кредита","Почему у вас такие высокие проценты по кредиту, а не по вкладам?",Кредитование,0,Проверка информации о текущем кредите. Оценка финансового состояния клиента. - Используй функцию <evaluate_financial_status>. Предложение новых условий кредита. - Используй функцию <generate_new_terms>. Согласование новых условий. - Функция <confirm_new_terms>. Оформление изменений в кредитном договоре. - Используй функцию <update_loan_agreement>.,"[""evaluate_financial_status"", ""generate_new_terms"", ""confirm_new_terms"", ""update_loan_agreement""]"
Получение информации о транзакциях,"Запрос пользователя связан с одной из перечисленных тем:
1) просмотр истории транзакций
2) уточнение деталей недавней оплаты","Эй, где мои расходы за прошлую неделю?",Мобильный банкинг,1,Идентификация клиента. Получение списка последних транзакций. - Используй функцию <getLastTransactions>. Фильтрация транзакций по датам. - Применить функцию <filterTransactionsByDate>. Отображение деталей транзакции. - Используй функцию <getTransactionDetails>.,"[""getLastTransactions"", ""filterTransactionsByDate"", ""getTransactionDetails""]"
Уведомление о подозрительной активности,"Запрос пользователя связан с одной из перечисленных тем:
1) подозрительные транзакции
2) уведомления о безопасности","Мне пришло сообщение, что с моего счета сняли деньги, хотя я ничего не покупал вообще.",Безопасность счета,1,Проверка активности на счете клиента. Анализ транзакций для выявления подозрительных операций. - Используй функцию <analyze_transactions()> Уведомление клиента о выявленных подозрениях. - Функция <send_notification()>. Рекомендации по блокировке карты при необходимости.,"[""analyze_transactions()"", ""send_notification()""]"
Блокировка карты после утраты,"Запрос пользователя связан с одной из перечисленных тем:
1) потеря карты
2) кража карты","Я не могу найти свою карту, похоже, я её потерял.",Проблемы с картами,1,Проверка данных клиента. Подтверждение утраты карты. - Используй функцию <проверка_идентификации>. Блокировка карты в системе. - Функция <блокировка_карты>. Информирование клиента о статусе блокировки. - Используй функцию <уведомление_клиента>. Предложение новых вариантов карт. - Функция <предложение_новых_карт>.,"[""\u043f\u0440\u043e\u0432\u0435\u0440\u043a\u0430_\u0438\u0434\u0435\u043d\u0442\u0438\u0444\u0438\u043a\u0430\u0446\u0438\u0438"", ""\u0431\u043b\u043e\u043a\u0438\u0440\u043e\u0432\u043a\u0430_\u043a\u0430\u0440\u0442\u044b"", ""\u0443\u0432\u0435\u0434\u043e\u043c\u043b\u0435\u043d\u0438\u0435_\u043a\u043b\u0438\u0435\u043d\u0442\u0430"", ""\u043f\u0440\u0435\u0434\u043b\u043e\u0436\u0435\u043d\u0438\u0435_\u043d\u043e\u0432\u044b\u0445_\u043a\u0430\u0440\u0442""]"
Информация о транзакциях,"Запрос пользователя связан с одной из перечисленных тем:
1) просмотр транзакций
2) уточнение статуса перевода",Почему у меня такие высокие комиссии? Я только что сделал платеж!,Транзакции,0,Проверка идентификационных данных клиента. Получение списка выполненных транзакций. - Используй функцию <fetch_transactions()>. Анализ сумм и категорий транзакций. - Применить функцию <categorize_transactions()>. Предоставление информации о последних транзакциях. Формирование отчета о транзакциях. - Используй функцию <generate_report()>.,"[""fetch_transactions()"", ""categorize_transactions()"", ""generate_report()""]"
Страхование автомобиля,"Запрос пользователя связан с одной из перечисленных тем:
1) оформление страховки на автомобиль
2) изменение условий существующей страховки",Мне нужно оформить страховку на новый автомобиль.,Страхование,1,Проверка данных клиента. Оценка стоимости автомобиля. - Используй функцию <calculate_car_value()>. Определение необходимых условий страхования. - Предложи варианты с использованием функции <suggest_insurance_options()>. Согласование условий и оформление полиса. - Функция <finalize_policy()>.,"[""calculate_car_value()"", ""suggest_insurance_options()"", ""finalize_policy()""]"
Получение кредита,"Запрос пользователя связан с одной из перечисленных тем:
1) получение кредита
2) условия кредитования
3) расчет кредитного платежа","Я хочу получить потребительский кредит, расскажите о ставках и условиях.",Кредитование,1,Проверка кредитной истории клиента. Оценка необходимой суммы кредита. - Используй функцию <calculateLoanAmount()> Определение срока кредита и процентной ставки. - Используй функцию <offerInterestRates()> Сбор необходимых документов для оформления кредита.,"[""calculateLoanAmount()"", ""offerInterestRates()""]"
Восстановление доступа к мобильному банкингу,"Запрос пользователя связан с одной из перечисленных тем:
1) восстановление пароля
2) блокировка аккаунта","Не помню, как зайти, что делать?",Мобильный банкинг,0,Проверка идентификации клиента. Отправка кода подтверждения на зарегистрированный номер телефона. - Используй функцию <send_verification_code()>. Проверка введенного кода и восстановление доступа. Уведомление клиента о завершении процесса восстановления.,"[""send_verification_code()""]"
Проверка активности счета,"Запрос пользователя связан с одной из перечисленных тем:
1) подозрительная активность на счете
2) запрос информации о последних транзакциях","У меня на счету появилось какое-то подозрительное списание, что делать?",Безопасность счета,1,Получение информации о текущем балансе счета. Проверка последних транзакций. - Используй функцию <get_recent_transactions()> Анализ активности по счету. - Функция <analyze_account_activity()> Выявление аномалий в транзакциях. Предоставление отчета о состоянии счета. - Используй функцию <generate_account_report()>,"[""get_recent_transactions()"", ""analyze_account_activity()"", ""generate_account_report()""]"
